ownerId,quesId,summary,tags
56679,483193,How can I list all foreign keys referencing a given table in SQL Server?,"sql,sql-server,tsql"
203420,1741820,What are the differences between “=” and “<-” assignment operators in R?,"r,assignment-operator,r-faq"
105037,2041778,How to initialize HashSet values by construction?,"java,collections,constructor,initialization,hashset"
1099991,10929453,Read a file line by line assigning the value to a variable [duplicate],bash
213216,16923281,Writing a pandas DataFrame to CSV file,"python,csv,pandas,dataframe"
-1,21620406,How do I pause my shell script for a second before continuing?,"bash,shell,unix,terminal"
49153,1424981,How to remove all CSS classes using jQuery/JavaScript?,"javascript,jquery,dom"
457036,4850717,How to cancel a local git commit,"git,git-reset,git-commit"
-1,402283,std::wstring VS std::string,"c++,string,unicode,c++-faq,wstring"
24433,1687262,Link to the issue number on GitHub within a commit message,"git,github,git-commit"
3597276,32551291,"In CSS Flexbox, why are there no “justify-items” and “justify-self” properties?","css,flexbox,language-lawyer,w3c"
17533,143847,Best way to find if an item is in a JavaScript array? [duplicate],"javascript,arrays"
1472418,11284634,Upgrade Node.js to the latest version on Mac OS,"macos,node.js,upgrade"
115722,1726802,What is the difference between YAML and JSON?,"json,yaml"
2238,484719,Should I make HTML Anchors with 'name' or 'id'?,"html,hyperlink,fragment-identifier"
-1,81272,How to move the cursor word by word in the OS X Terminal,"macos,terminal,keyboard-shortcuts"
1426227,26684562,What's the difference between map() and flatMap() methods in Java 8?,"java,java-8,java-stream"
192,752,How to create a new object instance from a Type,"c#,.net,performance,reflection,types"
115595,936197,What is the difference between application server and web server?,"webserver,terminology,application-server"
-1,69068,Split long commands in multiple lines through Windows batch file,batch-file
2725969,21435339,data.table vs dplyr: can one do something well the other can't or does poorly?,"r,data.table,dplyr"
-1,156767,What's the difference between an argument and a parameter?,"parameters,language-agnostic,arguments,terminology"
471628,4244896,Dynamically access object property using variable,"javascript,object,properties"
49153,740195,Adding options to a <select> using jQuery?,"javascript,jquery,html-select"
1190955,11919391,PostgreSQL error: Fatal: role “username” does not exist,"postgresql,authentication"
721079,16588064,How do I add a library project to Android Studio?,"android,android-studio,android-library"
2571840,22682870,Git - Undo pushed commits,git
32899,858980,File to byte[] in Java,"java,file-io"
43818,1247486,List comprehension vs map,"python,list-comprehension,map-function"
187606,2035193,How to run a PowerShell script,"windows,powershell,scripting"
93796,858572,How to make a new List in Java,"java,list,collections"
28121,323972,Is there any way to kill a Thread?,"python,multithreading,kill,terminate"
357,6414,C# loop - break vs. continue,"c#,loops,enumeration"
-1,726894,What are the dark corners of Vim your mom never told you about? [closed],"unix,vim,editor,vi"
2355649,1748977,Making TextView scrollable on Android,"android,scroll,textview,android-scrollview,scrollable"
-1,729197,SQL exclude a column using SELECT * [except columnA] FROM tableA?,"sql,sql-server,tsql"
344769,8072700,How to restart Jenkins manually?,jenkins
634519,5120038,Is it possible to cherry-pick a commit from another git repository?,"git,cherry-pick"
14622,677436,How do I get the Git commit count?,"git,build-process,revision"
784597,14168677,Merge development branch with master,"git,git-merge"
128463,2710940,Python `if x is not None` or `if not x is None`? [closed],"python,coding-style,nonetype,boolean-expression,pep8"
7407,364952,jQuery/JavaScript: accessing contents of an iframe,"javascript,jquery,iframe,same-origin-policy"
21709,298503,How can you check for a #hash in a URL using JavaScript?,"javascript,jquery,anchor,fragment-identifier"
510314,7474354,Include jQuery in the JavaScript Console,"javascript,jquery"
54964,762348,How can I exclude all “permission denied” messages from “find”?,"bash,error-handling,find,file-permissions"
207795,10214827,Find which version of package is installed with pip,"python,pip"
35364,1261975,Addressing localhost from a VirtualBox virtual machine [closed],"localhost,virtual-machine,virtualbox"
1072888,20625582,How to deal with SettingWithCopyWarning in Pandas,"python,pandas,dataframe,chained-assignment"
69285,1184123,Is it possible to add dynamically named properties to JavaScript object?,javascript
695663,5873810,How can I get last characters of a string,javascript
169175,2186525,How to use glob() to find files recursively?,"python,path,filesystems,glob,fnmatch"
343,688549,Finding duplicate values in MySQL,mysql
261159,4083702,Posting a File and Associated Data to a RESTful WebService preferably as JSON,"json,rest,grails,file-upload"
104021,2018026,"What are the differences between the urllib, urllib2, urllib3 and requests module?","python,python-requests,urllib2,urllib,python-2.x"
213269,2757396,How do I comment out a block of tags in XML?,"xml,comments"
54564,976882,Shuffling a list of objects,"python,list,random,shuffle"
14468,454734,How can one change the timestamp of an old commit in Git?,"git,timestamp,commit,git-rewrite-history"
39321,619033,Does C# have extension properties?,"c#,properties,extension-methods"
498574,5458048,How can I make a Python script standalone executable to run without ANY dependency?,"python,executable"
21709,271743,"What's the difference between <b> and <strong>, <i> and <em>?","html,xhtml"
11236,1082050,Linking to an external URL in Javadoc?,"java,url,javadoc,hyperlink"
1136023,16580171,Code formatting shortcuts in Android Studio for Operation Systems,"android-studio,code-formatting"
190494,1623914,What is thread safe or non-thread safe in PHP?,"php,multithreading,package,thread-safety,threadcontext"
328518,2736389,How to pass an object from one activity to another on Android,"java,android,object,android-intent,android-activity"
1833945,19622198,What does set -e mean in a bash script?,"linux,bash,shell,sh"
19746,221921,Use grep --exclude/--include syntax to not grep through certain files,"unix,search,shell,command-line,grep"
11581,70689,What is an efficient way to implement a singleton pattern in Java? [closed],"java,singleton,design-patterns"
24109,8193768,Trying to SSH into an Amazon Ec2 instance - permission error,"amazon-web-services,authentication,ssh,amazon-ec2,permissions"
58994,480214,How do you remove duplicates from a list whilst preserving order?,"python,list,duplicates,unique"
986,249760,How can I convert a Unix timestamp to DateTime and vice versa?,"c#,datetime,unix,epoch,data-conversion"
91358,762937,What's the difference between identifying and non-identifying relationships?,"database,database-design,data-modeling,identifying-relationship"
11138,154136,Why use apparently meaningless do-while and if-else statements in macros?,"c++,c,c-preprocessor,c++-faq"
25968,485827,CSS 100% height with padding/margin,css
4377851,27928372,React-router urls don't work when refreshing or writing manually,"javascript,reactjs,url,react-router"
974,51520,How to get an absolute file path in Python,"python,path,relative-path,absolute-path"
55102,723195,Should I use != or <> for not equal in T-SQL?,"sql,sql-server,tsql"
13753,860187,Access restriction on class due to restriction on required library rt.jar?,"java,eclipse,wsdl,stub,wsdl2java"
139685,2528111,How can I calculate the number of lines changed between two commits in Git?,git
592450,4843173,How to check if type of a variable is string?,"python,string,variables,types"
838151,10123953,How to sort an object array by date property?,"javascript,datetime"
-1,84556,What's your favorite “programmer” cartoon?,language-agnostic
51816,730764,How to properly ignore exceptions,"python,exception,try-except"
78828,4331189,DateTime vs DateTimeOffset,"c#,.net,datetime,timezone,datetimeoffset"
1104027,8567114,How to make an AJAX call without jQuery?,"javascript,ajax"
14118,1217228,What is the Java equivalent for LINQ? [closed],"java,linq"
156458,2172352,"In Bash, how can I check if a string begins with some value?","string,bash,comparison"
444578,8217419,How to determine if Javascript array contains an object with an attribute that equals a given value?,"javascript,arrays"
463065,3956478,Understanding “randomness”,"math,language-agnostic,random"
320615,4822471,Count number of lines in a git repository,"bash,git,shell,line-count"
109,289,How do you sort a dictionary by value?,"c#,.net,sorting,dictionary"
17693,209513,Convert hex string to int in Python,"python,string,hex"
21711,247770,How to retrieve a module's path?,"python,module,inotify"
34642,572768,Styling an input type=“file” button,"html,css,file-io"
95710,895171,Prevent users from submitting a form by hitting Enter,"jquery,html,forms,form-submit"
35454,383947,What does it mean to “program to an interface”?,"language-agnostic,oop,interface"
3218,334879,How do I get the application exit code from a Windows command line?,"windows,command-line,process,cmd,exit-code"
1210942,32821189,Xcode 7 error: “Missing iOS Distribution signing identity for …”,"ios,xcode,app-store-connect,code-signing,testflight"
475,8676,Entity Framework vs LINQ to SQL,".net,entity-framework,linq-to-sql"
83096,1244729,How do you count the lines of code in a Visual Studio solution?,"visual-studio,code-metrics,lines-of-code,line-count"
16957,1777854,How can I specify a branch/tag when adding a Git submodule?,"git,git-submodules"
527710,5741407,How to undo a git merge with conflicts,"git,git-merge,git-merge-conflict"
237016,2007662,Rollback to an old Git commit in a public repo,"git,git-checkout,git-revert"
17294,189559,How do I join two lists in Java?,"java,list,jdk1.5"
1018768,13932750,"TINYTEXT, TEXT, MEDIUMTEXT, and LONGTEXT maximum storage sizes","mysql,innodb"
5441,1951506,Add a new element to an array without specifying the index in Bash,"bash,arrays"
417629,15745045,How do I resolve git saying “Commit your changes or stash them before you can merge”?,git
