answers,ownerId,quesId,summary,tags,views,votes
11,49153,508665,Different between parseInt() and valueOf() in java?,java,468,468
46,215679,2158395,Flatten an irregular list of lists,"python,list,optimization,nested-lists,flatten",468,468
31,-1,5508110,Why is this program erroneously rejected by three C++ compilers?,"c++,visual-c++,compiler-errors,clang",467,467
15,16522,4988226,How do I pass multiple parameters into a function in PowerShell?,"powershell,syntax,parameter-passing",468,468
8,1778367,31000885,Align an element to bottom with flexbox,"html,css,flexbox",468,468
25,1484490,24007129,How does one generate a random number in Apple's Swift language?,"swift,random",467,467
11,-1,969285,How do I translate an ISO 8601 datetime string into a Python datetime object? [duplicate],"python,datetime,iso8601,datetime-parsing",468,468
30,309802,2780566,Get selected value of a dropdown's item using jQuery,jquery,468,468
7,1039226,8739665,Is background-color:none valid CSS?,"css,background-color",468,468
43,1945957,25981703,pip install fails with “connection error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:598)”,"python,windows,ssl,pip",468,468
9,673018,6682916,How to take backup of a single table in a MySQL database?,"mysql,backup,restore",468,468
2,446051,14290113,Git - Pushing code to two remotes [duplicate],"git,github",470,470
17,-1,1889076,What are the recommendations for html <base> tag?,"html,contextpath,base-tag",469,469
40,96855,4770025,How to disable scrolling temporarily?,"javascript,jquery,scroll",468,468
11,20261,945654,Git checkout: updating paths is incompatible with switching branches,"git,git-checkout,remote-branch",470,470
14,5441,550038,Is it valid to replace http:// with // in a <script src=“http://…”>?,"html,http,https,uri,protocol-relative",469,469
1,1212596,20508788,Do I need Content-Type: application/octet-stream for file download?,"http,browser,http-headers,download",470,470
11,42595,760210,How do you create a read-only user in PostgreSQL?,postgresql,470,470
21,-1,246007,How to determine whether a given Linux is 32 bit or 64 bit?,"linux,shell,32bit-64bit,processor",470,470
10,518012,28349392,How to push a docker image to a private repository,"docker,docker-registry",470,470
18,2504,530012,How to convert java.util.Date to java.sql.Date?,"java,sql,datetime,date",471,471
11,122398,1563897,Static constant string (class member),"c++,string,class,static,constants",471,471
33,9082,597588,How do you clone an Array of Objects in Javascript?,javascript,470,470
13,13337,884235,WCF - How to Increase Message Size Quota,".net,asp.net,wcf,.net-3.5",470,470
8,298510,2690866,What is the purpose of a question mark after a type (for example: int? myVariable)?,"c#,asp.net,.net,types",471,471
31,23339,1057734,TortoiseSVN icons not showing up under Windows 7,"windows,svn,tortoisesvn,icons",470,470
10,36446,597720,What are the differences between a multidimensional array and an array of arrays in C#?,"c#,multidimensional-array,jagged-arrays",471,471
5,563189,9809213,What are .a and .so files?,"c,unix,compilation,shared-libraries,.a",471,471
12,4035,730250,Is there a difference between “throw” and “throw ex”?,"c#,.net,exception,exception-handling",471,471
14,11545,11904571,EF Migrations: Rollback last applied migration?,"entity-framework,entity-framework-4,database-migration,entity-framework-migrations",471,471
5,-1,1090869,Why is 1/1/1970 the “epoch time”?,"unix,time,epoch",472,472
31,3341945,28663856,How to count the occurrence of certain item in an ndarray?,"python,numpy,multidimensional-array,count",471,471
5,1497720,12567329,"Multidimensional Array [][] vs [,] [duplicate]","c#,arrays,multidimensional-array",472,472
7,111683,5670752,How can I pretty-print JSON using node.js?,"json,node.js",471,471
13,42372,4804581,CSS - Expand float child DIV height to parent's height,"html,css,layout",471,471
47,696449,19226965,How to hide UINavigationBar 1px bottom line,"ios,objective-c,swift,ipad,uinavigationbar",471,471
24,2138,37684,How to replace plain URLs with links?,"javascript,regex",471,471
11,3989925,28969861,Managing jQuery plugin dependency in webpack,"javascript,jquery,amd,webpack",471,471
16,149206,2076299,How to close current tab in a browser window?,"javascript,html,hyperlink",474,474
20,77175,642763,Find intersection of two nested lists?,"python,list,intersection",474,474
14,1641941,34174207,How to change indentation in Visual Studio Code?,"formatting,visual-studio-code",474,474
21,6508,81870,Is it possible to print a variable's type in standard C++?,"c++,variables,c++11,typeof",474,474
9,444036,9708902,"In practice, what are the main uses for the new “yield from” syntax in Python 3.3?","python,yield",475,475
10,465179,8490852,"Spring @Transactional - isolation, propagation","java,spring,transactional,isolation,propagation",475,475
12,243686,8550124,What is the difference between DAO and Repository patterns?,"hibernate,domain-driven-design,ejb-3.0,repository-pattern,data-access-layer",472,472
11,983386,16138232,Is it a good practice to use try-except-else in Python?,"python,exception,exception-handling,try-catch",474,474
12,397830,13513932,Algorithm to detect overlapping periods [duplicate],"c#,.net,algorithm,datetime,time",472,472
23,174375,2997767,How do I keep two side-by-side divs the same height?,"html,css,html-table,flexbox",472,472
31,160406,6911235,Is there a better way of writing v = (v == 0 ? 1 : 0); [closed],"javascript,variables,coding-style,toggle",474,474
54,8959,111928,Is there a printf converter to print in binary format?,"c,printf",472,472
35,147601,1383797,Java Hashmap: How to get key from value?,"java,hashmap",475,475
4,329781,4685615,How can I use a search engine to search for special characters? [closed],google-search,476,476
22,1650785,22192291,How to change the status bar color in Android?,"android,android-navigation,android-statusbar",475,475
6,163394,5311515,GCC -fPIC option,"c++,gcc,options,fpic",476,476
19,153487,2041993,How do I rename a Git repository?,git,476,476
18,2604999,34115174,Error related to only_full_group_by when executing a query in MySql,"mysql,sql,group-by,mysql-error-1055",474,474
12,1389110,32490629,Getting today's date in YYYY-MM-DD in Python?,"python,datetime,python-datetime",475,475
9,426273,13127177,If my interface must return Task what is the best way to have a no-operation implementation?,"c#,.net,task-parallel-library,async-await,threadpool",476,476
17,66226,3366397,Delete everything in a MongoDB database,mongodb,476,476
6,165495,2695646,Declaring a custom android UI element using XML,"xml,android,user-interface",478,478
38,427625,5306240,iOS - Dismiss keyboard when touching outside of UITextField,"ios,cocoa-touch,uitextfield,uikit",476,476
12,457982,5025910,Difference between “@id/” and “@+id/” in Android,"android,android-xml",476,476
26,751969,6249707,Check if PHP session has already started,"php,session,session-variables",476,476
28,299711,9907419,How to get a key in a JavaScript object by its value?,"javascript,object",476,476
9,1248,230062,What's the best way to check if a file exists in C?,"c,filesystems,cross-platform",478,478
12,773502,10193788,Restarting cron after changing crontab file? [closed],"linux,unix,cron,cron-task",477,477
10,4597501,38388423,What does on_delete do on Django models?,"python,django,django-models",476,476
11,1717888,13628791,Determine Whether Integer Is Between Two Other Integers?,python,478,478
26,802050,9619030,Resolving javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed Error?,"java,ssl,https",479,479
20,44041,710551,Use 'import module' or 'from module import'?,"python,python-import",468,468
11,438624,3828554,How to allow <input type=“file”> to accept only image files?,html,478,478
9,4917853,32680244,@Directive vs @Component in Angular,angular,479,479
5,36703,282099,What's the Hi/Lo algorithm?,"database,algorithm,primary-key,identifier,hilo",479,479
13,48486,859634,C pointer to array/array of pointers disambiguation,"c,arrays,pointers,variable-declaration",479,479
9,13913,178456,What is the proper way to re-throw an exception in C#? [duplicate],"c#,.net,exception-handling",478,478
6,320486,14079833,How to change bower's default components folder?,"node.js,bower",479,479
11,216431,4623508,"How to set the font style to bold, italic and underlined in an Android TextView?","android,textview,text-styling",479,479
11,505893,4564559,"Get exception description and stack trace which caused an exception, all as a string","python,python-2.7,exception-handling,stack-trace",479,479
8,98361,2690544,What is the difference between a strongly typed language and a statically typed language?,"type-safety,strong-typing,static-typing",479,479
8,25848,436362,How to diff a commit with its parent?,"git,git-diff",479,479
15,91,1595611,How to “properly” create a custom object in JavaScript?,javascript,479,479
4,387631,3211809,How to compare two tags with git?,git,480,480
6,1874260,15209414,How to do 3 table JOIN in UPDATE query?,"mysql,join",480,480
7,666564,8088795,Installing a local module using npm?,"javascript,node.js,npm,packages,npm-install",479,479
17,791406,9381463,How to create a file in Linux from terminal window? [closed],"linux,bash,file,command-line-interface",480,480
28,36047,1972242,How to auto-reload files in Node.js?,"javascript,node.js",479,479
9,15187,987072,Using Application context everywhere?,"android,android-context",480,480
4,1315565,27093612,"In a Dockerfile, How to update PATH environment variable?","docker,dockerhub",482,482
6,200477,3220277,What do the makefile symbols $@ and $< mean?,makefile,482,482
7,1072888,12065885,Filter dataframe rows if value in column is in a set list of values [duplicate],"python,pandas,dataframe",480,480
26,903143,16493280,Close Bootstrap Modal,"jquery,twitter-bootstrap,modal-dialog",479,479
16,46011,7718313,How to change to an older version of Node.js,node.js,479,479
11,2109,318144,What is the difference between include and require in Ruby?,"ruby,include,require",482,482
8,539490,17368067,Length of string in bash,"bash,variables,string-length",482,482
17,211075,2915471,Install a Python package into a different directory using pip?,"python,pip",479,479
13,1138842,8789729,How to zero pad a sequence of integers in bash so that all have the same width?,"bash,numbers,padding",482,482
5,652541,10368217,How to get the file extension in PHP? [duplicate],"php,file-extension",482,482
29,126494,1563191,Cleanest way to write retry logic?,"c#,.net",482,482
21,31516,2023766,“An attempt was made to load a program with an incorrect format” even when the platforms are the same,".net,64-bit,pinvoke,32-bit,badimageformatexception",482,482
29,7588803,43040721,How to update nested state properties in React,"javascript,reactjs,ecmascript-6,setstate",482,482
10,1925083,23929235,Multi-line string with extra space (preserved indentation),"string,bash,shell,echo",482,482
6,54964,1064361,Unable to show a Git tree in terminal,"git,terminal,tree,console,revision-history",482,482
52,959734,9294603,How do I get the currently displayed fragment?,"android,android-layout,android-intent,android-fragments",482,482
14,113195,1164004,How to mark-up phone numbers?,"html,markup,url-scheme,phone-number",483,483
16,3200461,39436322,Node.js - SyntaxError: Unexpected token import,"javascript,node.js,npm,ecmascript-6",483,483
11,457059,7704253,How to concatenate strings in twig,"syntax,twig,string-concatenation,templating",482,482
